PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ExpectedDeliveryDate,SupplierReference,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,Right_LastEditedBy
94,4,2/22/2019,7,3/14/2019,293092,432,80,29,"""The Gu"" red shirt XML tag t-shirt (White) M",29,6,84.0,3
94,4,2/22/2019,7,3/14/2019,293092,433,86,59,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",59,6,96.0,3
94,4,2/22/2019,7,3/14/2019,293092,434,95,36,"""The Gu"" red shirt XML tag t-shirt (Black) XL",36,6,90.0,3
94,4,2/22/2019,7,3/14/2019,293092,435,98,105,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",105,6,96.0,3
95,7,2/22/2019,2,3/14/2019,BC0280982,436,204,24,Tape dispenser (Red),24,7,170.0,3
96,4,2/23/2019,7,3/15/2019,293092,437,78,12,"""The Gu"" red shirt XML tag t-shirt (White) XS",12,6,84.0,3
96,4,2/23/2019,7,3/15/2019,293092,438,80,9,"""The Gu"" red shirt XML tag t-shirt (White) M",9,6,84.0,3
96,4,2/23/2019,7,3/15/2019,293092,439,98,3,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3,6,96.0,3
97,7,2/23/2019,2,3/15/2019,BC0280982,440,204,10,Tape dispenser (Red),10,7,170.0,3
98,4,2/25/2019,7,3/17/2019,293092,441,77,83,"""The Gu"" red shirt XML tag t-shirt (White) XXS",83,6,84.0,10
98,4,2/25/2019,7,3/17/2019,293092,442,78,109,"""The Gu"" red shirt XML tag t-shirt (White) XS",109,6,84.0,10
98,4,2/25/2019,7,3/17/2019,293092,443,80,30,"""The Gu"" red shirt XML tag t-shirt (White) M",30,6,84.0,10
98,4,2/25/2019,7,3/17/2019,293092,444,86,55,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",55,6,96.0,10
98,4,2/25/2019,7,3/17/2019,293092,445,95,28,"""The Gu"" red shirt XML tag t-shirt (Black) XL",28,6,90.0,10
98,4,2/25/2019,7,3/17/2019,293092,446,98,104,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",104,6,96.0,10
99,7,2/25/2019,2,3/17/2019,BC0280982,447,204,26,Tape dispenser (Red),26,7,170.0,10
856,4,6/2/2020,7,6/22/2020,293092,3278,77,1286,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1286,6,84.0,17
856,4,6/2/2020,7,6/22/2020,293092,3279,78,1328,"""The Gu"" red shirt XML tag t-shirt (White) XS",1328,6,84.0,17
856,4,6/2/2020,7,6/22/2020,293092,3280,80,571,"""The Gu"" red shirt XML tag t-shirt (White) M",571,6,84.0,17
856,4,6/2/2020,7,6/22/2020,293092,3281,86,1284,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1284,6,96.0,17
856,4,6/2/2020,7,6/22/2020,293092,3282,95,780,"""The Gu"" red shirt XML tag t-shirt (Black) XL",780,6,90.0,17
856,4,6/2/2020,7,6/22/2020,293092,3283,98,1469,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1469,6,96.0,17
857,7,6/2/2020,2,6/22/2020,BC0280982,3284,184,50,Shipping carton (Brown) 305x305x305mm,50,7,47.5,17
857,7,6/2/2020,2,6/22/2020,BC0280982,3285,193,808,Black and orange glass with care despatch tape 48mmx75m,808,7,38.4,17
857,7,6/2/2020,2,6/22/2020,BC0280982,3286,204,986,Tape dispenser (Red),986,7,170.0,17
858,4,6/3/2020,7,6/23/2020,293092,3287,77,1297,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1297,6,84.0,3
858,4,6/3/2020,7,6/23/2020,293092,3288,78,1328,"""The Gu"" red shirt XML tag t-shirt (White) XS",1328,6,84.0,3
858,4,6/3/2020,7,6/23/2020,293092,3289,80,567,"""The Gu"" red shirt XML tag t-shirt (White) M",567,6,84.0,3
858,4,6/3/2020,7,6/23/2020,293092,3290,86,1282,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1282,6,96.0,3
858,4,6/3/2020,7,6/23/2020,293092,3291,95,778,"""The Gu"" red shirt XML tag t-shirt (Black) XL",778,6,90.0,3
858,4,6/3/2020,7,6/23/2020,293092,3292,98,1467,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1467,6,96.0,3
859,7,6/3/2020,2,6/23/2020,BC0280982,3293,184,47,Shipping carton (Brown) 305x305x305mm,47,7,47.5,3
859,7,6/3/2020,2,6/23/2020,BC0280982,3294,193,811,Black and orange glass with care despatch tape 48mmx75m,811,7,38.4,3
859,7,6/3/2020,2,6/23/2020,BC0280982,3295,204,984,Tape dispenser (Red),984,7,170.0,3
860,4,6/4/2020,7,6/24/2020,293092,3296,77,1295,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1295,6,84.0,19
860,4,6/4/2020,7,6/24/2020,293092,3297,78,1332,"""The Gu"" red shirt XML tag t-shirt (White) XS",1332,6,84.0,19
860,4,6/4/2020,7,6/24/2020,293092,3298,80,563,"""The Gu"" red shirt XML tag t-shirt (White) M",563,6,84.0,19
860,4,6/4/2020,7,6/24/2020,293092,3299,86,1293,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1293,6,96.0,19
860,4,6/4/2020,7,6/24/2020,293092,3300,95,775,"""The Gu"" red shirt XML tag t-shirt (Black) XL",775,6,90.0,19
860,4,6/4/2020,7,6/24/2020,293092,3301,98,1466,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1466,6,96.0,19
861,7,6/4/2020,2,6/24/2020,BC0280982,3302,184,76,Shipping carton (Brown) 305x305x305mm,76,7,47.5,19
861,7,6/4/2020,2,6/24/2020,BC0280982,3303,193,809,Black and orange glass with care despatch tape 48mmx75m,809,7,38.4,19
861,7,6/4/2020,2,6/24/2020,BC0280982,3304,204,1009,Tape dispenser (Red),1009,7,170.0,19
862,4,6/5/2020,7,6/25/2020,293092,3305,77,1298,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1298,6,84.0,4
862,4,6/5/2020,7,6/25/2020,293092,3306,78,1339,"""The Gu"" red shirt XML tag t-shirt (White) XS",1339,6,84.0,4
862,4,6/5/2020,7,6/25/2020,293092,3307,80,573,"""The Gu"" red shirt XML tag t-shirt (White) M",573,6,84.0,4
862,4,6/5/2020,7,6/25/2020,293092,3308,86,1300,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1300,6,96.0,4
862,4,6/5/2020,7,6/25/2020,293092,3309,95,780,"""The Gu"" red shirt XML tag t-shirt (Black) XL",780,6,90.0,4
862,4,6/5/2020,7,6/25/2020,293092,3310,98,1479,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1479,6,96.0,4
863,7,6/5/2020,2,6/25/2020,BC0280982,3311,184,80,Shipping carton (Brown) 305x305x305mm,80,7,47.5,4
863,7,6/5/2020,2,6/25/2020,BC0280982,3312,193,807,Black and orange glass with care despatch tape 48mmx75m,807,7,38.4,4
863,7,6/5/2020,2,6/25/2020,BC0280982,3313,204,1025,Tape dispenser (Red),1025,7,170.0,4
864,4,6/6/2020,7,6/26/2020,293092,3314,77,1313,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1313,6,84.0,7
864,4,6/6/2020,7,6/26/2020,293092,3315,78,1346,"""The Gu"" red shirt XML tag t-shirt (White) XS",1346,6,84.0,7
864,4,6/6/2020,7,6/26/2020,293092,3316,80,577,"""The Gu"" red shirt XML tag t-shirt (White) M",577,6,84.0,7
864,4,6/6/2020,7,6/26/2020,293092,3317,86,1298,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1298,6,96.0,7
864,4,6/6/2020,7,6/26/2020,293092,3318,95,789,"""The Gu"" red shirt XML tag t-shirt (Black) XL",789,6,90.0,7
864,4,6/6/2020,7,6/26/2020,293092,3319,98,1486,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1486,6,96.0,7
865,7,6/6/2020,2,6/26/2020,BC0280982,3320,184,105,Shipping carton (Brown) 305x305x305mm,105,7,47.5,7
865,7,6/6/2020,2,6/26/2020,BC0280982,3321,193,814,Black and orange glass with care despatch tape 48mmx75m,814,7,38.4,7
865,7,6/6/2020,2,6/26/2020,BC0280982,3322,204,1039,Tape dispenser (Red),1039,7,170.0,7
866,4,6/7/2020,7,6/14/2020,293092,3323,78,5,"""The Gu"" red shirt XML tag t-shirt (White) XS",5,6,84.0,7
866,4,6/7/2020,7,6/14/2020,293092,3324,95,1,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1,6,90.0,7
867,4,6/9/2020,7,6/29/2020,293092,3325,77,1316,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1316,6,84.0,6
867,4,6/9/2020,7,6/29/2020,293092,3326,78,1350,"""The Gu"" red shirt XML tag t-shirt (White) XS",1350,6,84.0,6
867,4,6/9/2020,7,6/29/2020,293092,3327,80,574,"""The Gu"" red shirt XML tag t-shirt (White) M",574,6,84.0,6
867,4,6/9/2020,7,6/29/2020,293092,3328,86,1299,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1299,6,96.0,6
867,4,6/9/2020,7,6/29/2020,293092,3329,95,788,"""The Gu"" red shirt XML tag t-shirt (Black) XL",788,6,90.0,6
867,4,6/9/2020,7,6/29/2020,293092,3330,98,1483,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1483,6,96.0,6
868,7,6/9/2020,2,6/29/2020,BC0280982,3331,184,99,Shipping carton (Brown) 305x305x305mm,99,7,47.5,6
868,7,6/9/2020,2,6/29/2020,BC0280982,3332,193,815,Black and orange glass with care despatch tape 48mmx75m,815,7,38.4,6
868,7,6/9/2020,2,6/29/2020,BC0280982,3333,204,1035,Tape dispenser (Red),1035,7,170.0,6
869,4,6/10/2020,7,6/30/2020,293092,3334,77,1322,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1322,6,84.0,8
869,4,6/10/2020,7,6/30/2020,293092,3335,78,1362,"""The Gu"" red shirt XML tag t-shirt (White) XS",1362,6,84.0,8
869,4,6/10/2020,7,6/30/2020,293092,3336,80,581,"""The Gu"" red shirt XML tag t-shirt (White) M",581,6,84.0,8
869,4,6/10/2020,7,6/30/2020,293092,3337,86,1306,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1306,6,96.0,8
869,4,6/10/2020,7,6/30/2020,293092,3338,95,784,"""The Gu"" red shirt XML tag t-shirt (Black) XL",784,6,90.0,8
869,4,6/10/2020,7,6/30/2020,293092,3339,98,1481,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1481,6,96.0,8
870,7,6/10/2020,2,6/30/2020,BC0280982,3340,184,96,Shipping carton (Brown) 305x305x305mm,96,7,47.5,8
870,7,6/10/2020,2,6/30/2020,BC0280982,3341,193,813,Black and orange glass with care despatch tape 48mmx75m,813,7,38.4,8
870,7,6/10/2020,2,6/30/2020,BC0280982,3342,204,1041,Tape dispenser (Red),1041,7,170.0,8
871,4,6/11/2020,7,7/1/2020,293092,3343,77,1320,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1320,6,84.0,16
871,4,6/11/2020,7,7/1/2020,293092,3344,78,1369,"""The Gu"" red shirt XML tag t-shirt (White) XS",1369,6,84.0,16
871,4,6/11/2020,7,7/1/2020,293092,3345,80,577,"""The Gu"" red shirt XML tag t-shirt (White) M",577,6,84.0,16
871,4,6/11/2020,7,7/1/2020,293092,3346,86,1304,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1304,6,96.0,16
871,4,6/11/2020,7,7/1/2020,293092,3347,95,781,"""The Gu"" red shirt XML tag t-shirt (Black) XL",781,6,90.0,16
871,4,6/11/2020,7,7/1/2020,293092,3348,98,1484,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1484,6,96.0,16
872,7,6/11/2020,2,7/1/2020,BC0280982,3349,184,93,Shipping carton (Brown) 305x305x305mm,93,7,47.5,16
872,7,6/11/2020,2,7/1/2020,BC0280982,3350,193,811,Black and orange glass with care despatch tape 48mmx75m,811,7,38.4,16
872,7,6/11/2020,2,7/1/2020,BC0280982,3351,204,1059,Tape dispenser (Red),1059,7,170.0,16
873,4,6/12/2020,7,7/2/2020,293092,3352,77,1351,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1351,6,84.0,20
873,4,6/12/2020,7,7/2/2020,293092,3353,78,1377,"""The Gu"" red shirt XML tag t-shirt (White) XS",1377,6,84.0,20
873,4,6/12/2020,7,7/2/2020,293092,3354,80,581,"""The Gu"" red shirt XML tag t-shirt (White) M",581,6,84.0,20
873,4,6/12/2020,7,7/2/2020,293092,3355,86,1322,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1322,6,96.0,20
873,4,6/12/2020,7,7/2/2020,293092,3356,95,777,"""The Gu"" red shirt XML tag t-shirt (Black) XL",777,6,90.0,20
873,4,6/12/2020,7,7/2/2020,293092,3357,98,1494,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1494,6,96.0,20
874,7,6/12/2020,2,7/2/2020,BC0280982,3358,184,90,Shipping carton (Brown) 305x305x305mm,90,7,47.5,20
874,7,6/12/2020,2,7/2/2020,BC0280982,3359,193,812,Black and orange glass with care despatch tape 48mmx75m,812,7,38.4,20
874,7,6/12/2020,2,7/2/2020,BC0280982,3360,204,1057,Tape dispenser (Red),1057,7,170.0,20
875,4,6/13/2020,7,7/3/2020,293092,3361,77,1352,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1352,6,84.0,11
875,4,6/13/2020,7,7/3/2020,293092,3362,78,1403,"""The Gu"" red shirt XML tag t-shirt (White) XS",1403,6,84.0,11
875,4,6/13/2020,7,7/3/2020,293092,3363,80,585,"""The Gu"" red shirt XML tag t-shirt (White) M",585,6,84.0,11
875,4,6/13/2020,7,7/3/2020,293092,3364,86,1324,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1324,6,96.0,11
875,4,6/13/2020,7,7/3/2020,293092,3365,95,773,"""The Gu"" red shirt XML tag t-shirt (Black) XL",773,6,90.0,11
875,4,6/13/2020,7,7/3/2020,293092,3366,98,1492,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1492,6,96.0,11
876,7,6/13/2020,2,7/3/2020,BC0280982,3367,184,95,Shipping carton (Brown) 305x305x305mm,95,7,47.5,11
876,7,6/13/2020,2,7/3/2020,BC0280982,3368,193,815,Black and orange glass with care despatch tape 48mmx75m,815,7,38.4,11
876,7,6/13/2020,2,7/3/2020,BC0280982,3369,204,1060,Tape dispenser (Red),1060,7,170.0,11
877,4,6/14/2020,7,7/4/2020,293092,3370,80,5,"""The Gu"" red shirt XML tag t-shirt (White) M",5,6,84.0,11
877,4,6/14/2020,7,7/4/2020,293092,3371,86,9,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",9,6,96.0,11
877,4,6/14/2020,7,7/4/2020,293092,3372,95,5,"""The Gu"" red shirt XML tag t-shirt (Black) XL",5,6,90.0,11
878,7,6/14/2020,2,7/4/2020,BC0280982,3373,193,3,Black and orange glass with care despatch tape 48mmx75m,3,7,38.4,11
878,7,6/14/2020,2,7/4/2020,BC0280982,3374,204,9,Tape dispenser (Red),9,7,170.0,11
879,4,6/16/2020,7,7/6/2020,293092,3375,77,1348,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1348,6,84.0,16
879,4,6/16/2020,7,7/6/2020,293092,3376,78,1399,"""The Gu"" red shirt XML tag t-shirt (White) XS",1399,6,84.0,16
879,4,6/16/2020,7,7/6/2020,293092,3377,80,598,"""The Gu"" red shirt XML tag t-shirt (White) M",598,6,84.0,16
879,4,6/16/2020,7,7/6/2020,293092,3378,86,1346,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1346,6,96.0,16
879,4,6/16/2020,7,7/6/2020,293092,3379,95,775,"""The Gu"" red shirt XML tag t-shirt (Black) XL",775,6,90.0,16
879,4,6/16/2020,7,7/6/2020,293092,3380,98,1488,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1488,6,96.0,16
880,7,6/16/2020,2,7/6/2020,BC0280982,3381,184,87,Shipping carton (Brown) 305x305x305mm,87,7,47.5,16
880,7,6/16/2020,2,7/6/2020,BC0280982,3382,193,816,Black and orange glass with care despatch tape 48mmx75m,816,7,38.4,16
880,7,6/16/2020,2,7/6/2020,BC0280982,3383,204,1075,Tape dispenser (Red),1075,7,170.0,16
881,4,6/17/2020,7,7/7/2020,293092,3384,77,1346,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1346,6,84.0,3
881,4,6/17/2020,7,7/7/2020,293092,3385,78,1412,"""The Gu"" red shirt XML tag t-shirt (White) XS",1412,6,84.0,3
881,4,6/17/2020,7,7/7/2020,293092,3386,80,594,"""The Gu"" red shirt XML tag t-shirt (White) M",594,6,84.0,3
881,4,6/17/2020,7,7/7/2020,293092,3387,86,1344,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1344,6,96.0,3
881,4,6/17/2020,7,7/7/2020,293092,3388,95,771,"""The Gu"" red shirt XML tag t-shirt (Black) XL",771,6,90.0,3
881,4,6/17/2020,7,7/7/2020,293092,3389,98,1486,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1486,6,96.0,3
882,7,6/17/2020,2,7/7/2020,BC0280982,3390,184,91,Shipping carton (Brown) 305x305x305mm,91,7,47.5,3
882,7,6/17/2020,2,7/7/2020,BC0280982,3391,193,837,Black and orange glass with care despatch tape 48mmx75m,837,7,38.4,3
882,7,6/17/2020,2,7/7/2020,BC0280982,3392,204,1076,Tape dispenser (Red),1076,7,170.0,3
883,4,6/18/2020,7,7/8/2020,293092,3393,77,1344,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1344,6,84.0,8
883,4,6/18/2020,7,7/8/2020,293092,3394,78,1426,"""The Gu"" red shirt XML tag t-shirt (White) XS",1426,6,84.0,8
883,4,6/18/2020,7,7/8/2020,293092,3395,80,607,"""The Gu"" red shirt XML tag t-shirt (White) M",607,6,84.0,8
883,4,6/18/2020,7,7/8/2020,293092,3396,86,1342,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1342,6,96.0,8
883,4,6/18/2020,7,7/8/2020,293092,3397,95,776,"""The Gu"" red shirt XML tag t-shirt (Black) XL",776,6,90.0,8
883,4,6/18/2020,7,7/8/2020,293092,3398,98,1489,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1489,6,96.0,8
884,7,6/18/2020,2,7/8/2020,BC0280982,3399,184,88,Shipping carton (Brown) 305x305x305mm,88,7,47.5,8
884,7,6/18/2020,2,7/8/2020,BC0280982,3400,193,852,Black and orange glass with care despatch tape 48mmx75m,852,7,38.4,8
884,7,6/18/2020,2,7/8/2020,BC0280982,3401,204,1077,Tape dispenser (Red),1077,7,170.0,8
885,4,6/19/2020,7,7/9/2020,293092,3402,77,1343,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1343,6,84.0,9
885,4,6/19/2020,7,7/9/2020,293092,3403,78,1442,"""The Gu"" red shirt XML tag t-shirt (White) XS",1442,6,84.0,9
885,4,6/19/2020,7,7/9/2020,293092,3404,80,603,"""The Gu"" red shirt XML tag t-shirt (White) M",603,6,84.0,9
885,4,6/19/2020,7,7/9/2020,293092,3405,86,1352,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1352,6,96.0,9
885,4,6/19/2020,7,7/9/2020,293092,3406,95,772,"""The Gu"" red shirt XML tag t-shirt (Black) XL",772,6,90.0,9
885,4,6/19/2020,7,7/9/2020,293092,3407,98,1488,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1488,6,96.0,9
886,7,6/19/2020,2,7/9/2020,BC0280982,3408,184,85,Shipping carton (Brown) 305x305x305mm,85,7,47.5,9
886,7,6/19/2020,2,7/9/2020,BC0280982,3409,193,859,Black and orange glass with care despatch tape 48mmx75m,859,7,38.4,9
886,7,6/19/2020,2,7/9/2020,BC0280982,3410,204,1075,Tape dispenser (Red),1075,7,170.0,9
887,4,6/20/2020,7,7/10/2020,293092,3411,77,1346,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1346,6,84.0,9
887,4,6/20/2020,7,7/10/2020,293092,3412,78,1449,"""The Gu"" red shirt XML tag t-shirt (White) XS",1449,6,84.0,9
887,4,6/20/2020,7,7/10/2020,293092,3413,80,599,"""The Gu"" red shirt XML tag t-shirt (White) M",599,6,84.0,9
887,4,6/20/2020,7,7/10/2020,293092,3414,86,1350,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1350,6,96.0,9
887,4,6/20/2020,7,7/10/2020,293092,3415,95,768,"""The Gu"" red shirt XML tag t-shirt (Black) XL",768,6,90.0,9
887,4,6/20/2020,7,7/10/2020,293092,3416,98,1493,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1493,6,96.0,9
888,7,6/20/2020,2,7/10/2020,BC0280982,3417,184,88,Shipping carton (Brown) 305x305x305mm,88,7,47.5,9
888,7,6/20/2020,2,7/10/2020,BC0280982,3418,193,857,Black and orange glass with care despatch tape 48mmx75m,857,7,38.4,9
888,7,6/20/2020,2,7/10/2020,BC0280982,3419,204,1073,Tape dispenser (Red),1073,7,170.0,9
889,7,6/21/2020,2,7/5/2020,BC0280982,3420,184,4,Shipping carton (Brown) 305x305x305mm,4,7,47.5,9
890,4,6/23/2020,7,7/13/2020,293092,3421,77,1347,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1347,6,84.0,11
890,4,6/23/2020,7,7/13/2020,293092,3422,78,1456,"""The Gu"" red shirt XML tag t-shirt (White) XS",1456,6,84.0,11
890,4,6/23/2020,7,7/13/2020,293092,3423,80,593,"""The Gu"" red shirt XML tag t-shirt (White) M",593,6,84.0,11
890,4,6/23/2020,7,7/13/2020,293092,3424,86,1352,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1352,6,96.0,11
890,4,6/23/2020,7,7/13/2020,293092,3425,95,762,"""The Gu"" red shirt XML tag t-shirt (Black) XL",762,6,90.0,11
890,4,6/23/2020,7,7/13/2020,293092,3426,98,1510,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1510,6,96.0,11
891,7,6/23/2020,2,7/13/2020,BC0280982,3427,184,95,Shipping carton (Brown) 305x305x305mm,95,7,47.5,11
891,7,6/23/2020,2,7/13/2020,BC0280982,3428,193,858,Black and orange glass with care despatch tape 48mmx75m,858,7,38.4,11
891,7,6/23/2020,2,7/13/2020,BC0280982,3429,204,1080,Tape dispenser (Red),1080,7,170.0,11
892,4,6/24/2020,7,7/14/2020,293092,3430,77,1360,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1360,6,84.0,16
892,4,6/24/2020,7,7/14/2020,293092,3431,78,1464,"""The Gu"" red shirt XML tag t-shirt (White) XS",1464,6,84.0,16
892,4,6/24/2020,7,7/14/2020,293092,3432,80,589,"""The Gu"" red shirt XML tag t-shirt (White) M",589,6,84.0,16
892,4,6/24/2020,7,7/14/2020,293092,3433,86,1358,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1358,6,96.0,16
892,4,6/24/2020,7,7/14/2020,293092,3434,95,778,"""The Gu"" red shirt XML tag t-shirt (Black) XL",778,6,90.0,16
892,4,6/24/2020,7,7/14/2020,293092,3435,98,1512,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1512,6,96.0,16
893,7,6/24/2020,2,7/14/2020,BC0280982,3436,184,93,Shipping carton (Brown) 305x305x305mm,93,7,47.5,16
893,7,6/24/2020,2,7/14/2020,BC0280982,3437,193,862,Black and orange glass with care despatch tape 48mmx75m,862,7,38.4,16
893,7,6/24/2020,2,7/14/2020,BC0280982,3438,204,1097,Tape dispenser (Red),1097,7,170.0,16
894,4,6/25/2020,7,7/15/2020,293092,3439,77,1369,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1369,6,84.0,6
894,4,6/25/2020,7,7/15/2020,293092,3440,78,1466,"""The Gu"" red shirt XML tag t-shirt (White) XS",1466,6,84.0,6
894,4,6/25/2020,7,7/15/2020,293092,3441,80,585,"""The Gu"" red shirt XML tag t-shirt (White) M",585,6,84.0,6
894,4,6/25/2020,7,7/15/2020,293092,3442,86,1365,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1365,6,96.0,6
894,4,6/25/2020,7,7/15/2020,293092,3443,95,774,"""The Gu"" red shirt XML tag t-shirt (Black) XL",774,6,90.0,6
894,4,6/25/2020,7,7/15/2020,293092,3444,98,1518,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1518,6,96.0,6
895,7,6/25/2020,2,7/15/2020,BC0280982,3445,184,112,Shipping carton (Brown) 305x305x305mm,112,7,47.5,6
895,7,6/25/2020,2,7/15/2020,BC0280982,3446,193,860,Black and orange glass with care despatch tape 48mmx75m,860,7,38.4,6
895,7,6/25/2020,2,7/15/2020,BC0280982,3447,204,1099,Tape dispenser (Red),1099,7,170.0,6
896,4,6/26/2020,7,7/16/2020,293092,3448,77,1379,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1379,6,84.0,11
896,4,6/26/2020,7,7/16/2020,293092,3449,78,1469,"""The Gu"" red shirt XML tag t-shirt (White) XS",1469,6,84.0,11
896,4,6/26/2020,7,7/16/2020,293092,3450,80,597,"""The Gu"" red shirt XML tag t-shirt (White) M",597,6,84.0,11
896,4,6/26/2020,7,7/16/2020,293092,3451,86,1371,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1371,6,96.0,11
896,4,6/26/2020,7,7/16/2020,293092,3452,95,779,"""The Gu"" red shirt XML tag t-shirt (Black) XL",779,6,90.0,11
896,4,6/26/2020,7,7/16/2020,293092,3453,98,1524,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1524,6,96.0,11
897,7,6/26/2020,2,7/16/2020,BC0280982,3454,184,117,Shipping carton (Brown) 305x305x305mm,117,7,47.5,11
897,7,6/26/2020,2,7/16/2020,BC0280982,3455,193,858,Black and orange glass with care despatch tape 48mmx75m,858,7,38.4,11
897,7,6/26/2020,2,7/16/2020,BC0280982,3456,204,1106,Tape dispenser (Red),1106,7,170.0,11
898,4,6/27/2020,7,7/17/2020,293092,3457,77,1387,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1387,6,84.0,11
898,4,6/27/2020,7,7/17/2020,293092,3458,78,1486,"""The Gu"" red shirt XML tag t-shirt (White) XS",1486,6,84.0,11
898,4,6/27/2020,7,7/17/2020,293092,3459,80,607,"""The Gu"" red shirt XML tag t-shirt (White) M",607,6,84.0,11
898,4,6/27/2020,7,7/17/2020,293092,3460,86,1377,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1377,6,96.0,11
898,4,6/27/2020,7,7/17/2020,293092,3461,95,789,"""The Gu"" red shirt XML tag t-shirt (Black) XL",789,6,90.0,11
898,4,6/27/2020,7,7/17/2020,293092,3462,98,1522,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1522,6,96.0,11
899,7,6/27/2020,2,7/17/2020,BC0280982,3463,184,114,Shipping carton (Brown) 305x305x305mm,114,7,47.5,11
899,7,6/27/2020,2,7/17/2020,BC0280982,3464,193,863,Black and orange glass with care despatch tape 48mmx75m,863,7,38.4,11
899,7,6/27/2020,2,7/17/2020,BC0280982,3465,204,1108,Tape dispenser (Red),1108,7,170.0,11
900,4,6/28/2020,7,7/5/2020,293092,3466,77,14,"""The Gu"" red shirt XML tag t-shirt (White) XXS",14,6,84.0,11
900,4,6/28/2020,7,7/5/2020,293092,3467,86,15,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",15,6,96.0,11
900,4,6/28/2020,7,7/5/2020,293092,3468,98,3,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3,6,96.0,11
901,4,6/30/2020,7,7/20/2020,293092,3469,77,1400,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1400,6,84.0,3
